assemblyID,Species,clade,subfamily,tribe
AN21TNTL0316,Hyparrhenia rudis,PACMAD,Panicoideae,Andropogoneae
AN20TSCR000212,Hyparrhenia rufa,PACMAD,Panicoideae,Andropogoneae
AN21TS10,Hyparrhenia rufa,PACMAD,Panicoideae,Andropogoneae
AT20TN1MCRTL056,Hyparrhenia schimperi,PACMAD,Panicoideae,Andropogoneae
AN21TS39,Hyparrhenia sp.,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0324,Hyparrhenia subplumosa,PACMAD,Panicoideae,Andropogoneae
MCRTL067,Hyparrhenia umbrosa,PACMAD,Panicoideae,Andropogoneae
AN21TS41,Hyparrhenia variabilis,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0322,Hyparrhenia welwitschii,PACMAD,Panicoideae,Andropogoneae
MCRTL013,Hyperthelia dissoluta,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0213,Imperata brasiliensis,PACMAD,Panicoideae,Andropogoneae
AN21TS12,Imperata cylindrica,PACMAD,Panicoideae,Andropogoneae
AN21TS63,Imperata tenuis,PACMAD,Panicoideae,Andropogoneae
AN20T193,Ischaemum afrum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0311,Ischaemum amethystinum,PACMAD,Panicoideae,Andropogoneae
AN20T015,Ischaemum australe,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0267,Ischaemum barbatum,PACMAD,Panicoideae,Andropogoneae
AN22TNTL073,Ischaemum bolei,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0163,Ischaemum byrone,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0266,Ischaemum decumbens,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0161,Ischaemum glaucescens,PACMAD,Panicoideae,Andropogoneae
AN20T194,Ischaemum heterotrichum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0171,Ischaemum heterotrichum,PACMAD,Panicoideae,Andropogoneae
MCRTL021,Ischaemum hubbardii,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0138,Ischaemum koenigii,PACMAD,Panicoideae,Andropogoneae
AN20T195,Ischaemum koleostachys,PACMAD,Panicoideae,Andropogoneae
AN22TNTL151,Ischaemum nativitatis,PACMAD,Panicoideae,Andropogoneae
AN20T196,Ischaemum polystachyum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0174,Ischaemum polystachyum,PACMAD,Panicoideae,Andropogoneae
AN22TNTL124,Ischaemum rangacharianum,PACMAD,Panicoideae,Andropogoneae
A1030002,Ischaemum rugosum,PACMAD,Panicoideae,Andropogoneae
Ir-Pasquet1136-DRAFT-PanAnd-1.0,Ischaemum rugosum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0309,Ischaemum timorense,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0308,Iseilema ciliatum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0314,Iseilema fragile,PACMAD,Panicoideae,Andropogoneae
AN21TS32,Iseilema macratherum,PACMAD,Panicoideae,Andropogoneae
AN21TS33,Iseilema membranaceum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0167,Iseilema vaginiflorum,PACMAD,Panicoideae,Andropogoneae
AN22TNTL150,Iseilema venkateswarlui,PACMAD,Panicoideae,Andropogoneae
MCRTL008,Kerriochloa siamensis,PACMAD,Panicoideae,Andropogoneae
AN20T023,Lasiorhachis perrieri,PACMAD,Panicoideae,Andropogoneae
AN20T025,Lasiorhachis viguieri,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0121,Lasiurus scindicus,PACMAD,Panicoideae,Andropogoneae
Lperr_V1.4,Leersia perrieri,BOP,Oryzoideae,Oryzeae
SRR8208366,Leymus chinensis,BOP,Pooideae,Triticeae
Lolium_arundinaceum,Lolium arundinaceum,BOP,Pooideae,Poeae
Rabiosa_unphased_assembly,Lolium multiflorum,BOP,Pooideae,Poeae
MPB_Lper_Kyuss_1697,Lolium perenne,BOP,Pooideae,Poeae
ASM173568v1,Lolium perenne,BOP,Pooideae,Poeae
APGP_CSIRO_Lrig_0.1,Lolium rigidum,BOP,Pooideae,Poeae
KIB_Mbac_1,Melocanna baccifera,BOP,Bambusoideae,Bambuseae
AN22TNTL163,Microstegium delicatulum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0154,Microstegium fasciculatum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0153,Microstegium geniculatum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0261,Microstegium japonicum,PACMAD,Panicoideae,Andropogoneae
AN20T197,Microstegium nudum,PACMAD,Panicoideae,Andropogoneae
AN20T041,Microstegium nudum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0200,Microstegium vimineum,PACMAD,Panicoideae,Andropogoneae
ASM2203655v1,Microstegium vimineum,PACMAD,Panicoideae,Andropogoneae
A1031001,Miscanthus ecklonii,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0007,Miscanthus floridulus,PACMAD,Panicoideae,Andropogoneae
ASM1932011v1,Miscanthus floridulus,PACMAD,Panicoideae,Andropogoneae
A1033002,Miscanthus junceus,PACMAD,Panicoideae,Andropogoneae
Mlu_assembly,Miscanthus lutarioriparius,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0157,Miscanthus nepalensis,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0156,Miscanthus oligostachyus,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0264,Miscanthus oligostachyus,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0151,Miscanthus sacchariflorus,PACMAD,Panicoideae,Andropogoneae
Msac_v3,Miscanthus sacchariflorus,PACMAD,Panicoideae,Andropogoneae
Msinensis_497_v7.0,Miscanthus sinensis,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0210,Miscanthus sinensis,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0263,Miscanthus tinctorius,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0096,Miscanthus violaceus,PACMAD,Panicoideae,Andropogoneae
AN20T018,Mnesithea formosa,PACMAD,Panicoideae,Andropogoneae
AN22TNTL133,Mnesithea mollicoma,PACMAD,Panicoideae,Andropogoneae
lpNeoColu1.0.hap1,Neostapfia colusana,PACMAD,Chloridoideae,Cynodonteae
lpNeoColu1.0.hap2,Neostapfia colusana,PACMAD,Chloridoideae,Cynodonteae
SRR7121569,Neyraudia reynaudiana,PACMAD,Chloridoideae,Triraphideae
KIB_Olat_2,Olyra latifolia,BOP,Bambusoideae,Olyreae
MCRTL024,Ophiuros megaphyllus,PACMAD,Panicoideae,Andropogoneae
Oropetium_capense,Oropetium capense,PACMAD,Chloridoideae,Cynodonteae
Oropetium_genomic_20141112,Oropetium thomaeum,PACMAD,Chloridoideae,Cynodonteae
MQ-UA-ANU_Oaus-KR_2.0,Oryza australiensis,BOP,Oryzoideae,Oryzeae
ObarRS3,Oryza barthii,BOP,Oryzoideae,Oryzeae
LB120v1,Oryza barthii,BOP,Oryzoideae,Oryzeae
TB65v1,Oryza barthii,BOP,Oryzoideae,Oryzeae
B88v1,Oryza barthii,BOP,Oryzoideae,Oryzeae
ObraRS2,Oryza brachyantha,BOP,Oryzoideae,Oryzeae
ASM3077008v1,Oryza coarctata,BOP,Oryzoideae,Oryzeae
OrCoar_V1,Oryza coarctata,BOP,Oryzoideae,Oryzeae
SCIS-JNU_Pcoar_1.0,Oryza coarctata,BOP,Oryzoideae,Oryzeae
OcoaRS1,Oryza coarctata,BOP,Oryzoideae,Oryzeae
OglaRS2,Oryza glaberrima,BOP,Oryzoideae,Oryzeae
OgluRS3,Oryza glumipatula,BOP,Oryzoideae,Oryzeae
Oryza_grandiglumis,Oryza grandiglumis,BOP,Oryzoideae,Oryzeae
Oryza_latifolia,Oryza latifolia,BOP,Oryzoideae,Oryzeae
Oryza_longiglumis,Oryza longiglumis,BOP,Oryzoideae,Oryzeae
ASM980554v1,Oryza longistaminata,BOP,Oryzoideae,Oryzeae
ASM151433v2,Oryza longistaminata,BOP,Oryzoideae,Oryzeae
O_longistaminata_v1.0,Oryza longistaminata,BOP,Oryzoideae,Oryzeae
Oryza_malampuzhaensis,Oryza malampuzhaensis,BOP,Oryzoideae,Oryzeae
OmerRS3,Oryza meridionalis,BOP,Oryzoideae,Oryzeae
ASM155179v1,Oryza meridionalis,BOP,Oryzoideae,Oryzeae
ASM399144v1,Oryza meyeriana,BOP,Oryzoideae,Oryzeae
ASM522336v2,Oryza meyeriana,BOP,Oryzoideae,Oryzeae
OnivRS2,Oryza nivara,BOP,Oryzoideae,Oryzeae
Oryza_officinalis_v1.0,Oryza officinalis,BOP,Oryzoideae,Oryzeae
OpunRS2,Oryza punctata,BOP,Oryzoideae,Oryzeae
Oryza_rhizomatis,Oryza rhizomatis,BOP,Oryzoideae,Oryzeae
O._rufipogonIRGC106523RS1,Oryza rufipogon,BOP,Oryzoideae,Oryzeae
ASM155180v1,Oryza rufipogon,BOP,Oryzoideae,Oryzeae
ASM81722v2,Oryza rufipogon,BOP,Oryzoideae,Oryzeae
IRGSP-1.0,Oryza sativa,BOP,Oryzoideae,Oryzeae
ZS97RS3,Oryza sativa,BOP,Oryzoideae,Oryzeae
AzucenaRS1,Oryza sativa,BOP,Oryzoideae,Oryzeae
Os132424RS1,Oryza sativa,BOP,Oryzoideae,Oryzeae
Os132278RS1,Oryza sativa,BOP,Oryzoideae,Oryzeae
KIB_Ogla_1,Otatea glauca,BOP,Bambusoideae,Bambuseae
AN21TNTL0359,Oxyrhachis gracillima,PACMAD,Panicoideae,Andropogoneae
PHallii_v3.1,Panicum hallii,PACMAD,Panicoideae,Paniceae
PhalliiHAL_v2.1,Panicum hallii,PACMAD,Panicoideae,Paniceae
BC332,Panicum miliaceum,PACMAD,Panicoideae,Paniceae
BC477,Panicum miliaceum,PACMAD,Panicoideae,Paniceae
BC404,Panicum miliaceum,PACMAD,Panicoideae,Paniceae
BC382,Panicum miliaceum,PACMAD,Panicoideae,Paniceae
BC100,Panicum miliaceum,PACMAD,Panicoideae,Paniceae
P.virgatum_v5,Panicum virgatum,PACMAD,Panicoideae,Paniceae
MCRTL018,Parahyparrhenia siamensis,PACMAD,Panicoideae,Andropogoneae
ASM2253091v1,Paspalum notatum,PACMAD,Panicoideae,Paspaleae
ASM3027231v1,Paspalum vaginatum,PACMAD,Panicoideae,Paspaleae
P.vaginatum_v3.1,Paspalum vaginatum,PACMAD,Panicoideae,Paspaleae
AN21TNTL0090,Phacelurus franksiae,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0228,Phacelurus gabonensis,PACMAD,Panicoideae,Andropogoneae
AN22TNTL010,Phacelurus huillensis,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0229,Phacelurus schliebenii,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0365,Phacelurus zea,PACMAD,Panicoideae,Andropogoneae
ASM1935983v1,Pharus latifolius,outgroup,Pharoideae,Phareae
lpPhrAust1.1,Phragmites australis,PACMAD,Arundinoideae,Molinieae
lpPhrAust1.1_alternate_haplotype,Phragmites australis,PACMAD,Arundinoideae,Molinieae
PauV1,Phragmites australis,PACMAD,Arundinoideae,Molinieae
Phragmites_karka,Phragmites karka,PACMAD,Arundinoideae,Molinieae
Phyllostachys_bambusoides,Phyllostachys bambusoides,BOP,Bambusoideae,Arundinarieae
SRR18367042,Phyllostachys dulcis,BOP,Bambusoideae,Arundinarieae
KIB_Pedu_3,Phyllostachys edulis,BOP,Bambusoideae,Arundinarieae
ASM1103853v1,Phyllostachys edulis,BOP,Bambusoideae,Arundinarieae
Phyllostachys_heteroclada,Phyllostachys heteroclada,BOP,Bambusoideae,Arundinarieae
SRR12113912,Phyllostachys nidularia,BOP,Bambusoideae,Arundinarieae
Phyllostachys_nigra,Phyllostachys nigra,BOP,Bambusoideae,Arundinarieae
SRR18367053,Phyllostachys viridiglaucescens,BOP,Bambusoideae,Arundinarieae
FRR_PoAnn_1.0,Poa annua,BOP,Pooideae,Poeae
Poa_infirma,Poa infirma,BOP,Pooideae,Poeae
Pp-Kellogg1297-DRAFT-PanAnd-1.0,Poa pratensis,BOP,Pooideae,Poeae
Poa_pratensis_v1,Poa pratensis,BOP,Pooideae,Poeae
Poa_supina,Poa supina,BOP,Pooideae,Poeae
A1063002,Pogonatherum paniceum,PACMAD,Panicoideae,Andropogoneae
Pi-Clark-DRAFT-PanAnd-1.0,Pogonatherum paniceum,PACMAD,Panicoideae,Andropogoneae
MCRTL005,Polytoca digitata,PACMAD,Panicoideae,Andropogoneae
AN22TNTL080,Polytoca massiei,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0181,Polytrias indica,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0282,Pseudodichanthium serrafalcoides,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0089,Pseudopogonatherum contortum,PACMAD,Panicoideae,Andropogoneae
MCRTL033,Pseudosorghum fasciculare,PACMAD,Panicoideae,Andropogoneae
Puccinellia_tenuiflora_refer_1.0,Puccinellia tenuiflora,BOP,Pooideae,Poeae
ASM519143v1,Raddia distichophylla,BOP,Bambusoideae,Olyreae
KIB_Rgui_2,Raddia guianensis,BOP,Bambusoideae,Olyreae
KIB_Rrac_1,Rhipidocladum racemiflorum,BOP,Bambusoideae,Bambuseae
AN21TNTL0355,Rhytachne glabra,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0356,Rhytachne gonzalezii,PACMAD,Panicoideae,Andropogoneae
AN22TNTL086,Rhytachne gracilis,PACMAD,Panicoideae,Andropogoneae
AN22TNTL143,Rhytachne megastachya,PACMAD,Panicoideae,Andropogoneae
AN22TNTL087,Rhytachne perfecta,PACMAD,Panicoideae,Andropogoneae
Rr-Malcomber3106-DRAFT-PanAnd-1.0,Rhytachne rottboellioides,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0354,Rhytachne triaristata,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0095,Rottboellia afraurita,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0214,Rottboellia aurita,PACMAD,Panicoideae,Andropogoneae
AN22TNTL085,Rottboellia balansae,PACMAD,Panicoideae,Andropogoneae
AN21TS43,Rottboellia campestris,PACMAD,Panicoideae,Andropogoneae
MCRTL001,Rottboellia campestris,PACMAD,Panicoideae,Andropogoneae
AN22TNTL081,Rottboellia cancellata,PACMAD,Panicoideae,Andropogoneae
MCRTL007,Rottboellia cochinchinensis,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0182,Rottboellia helferi,PACMAD,Panicoideae,Andropogoneae
AN22TNTL164,Rottboellia impressa,PACMAD,Panicoideae,Andropogoneae
MCRTL014,Rottboellia rugosa,PACMAD,Panicoideae,Andropogoneae
MCRTL016,Rottboellia tessellata,PACMAD,Panicoideae,Andropogoneae
Rt-Layton_Zhong169-DRAFT-PanAnd-1.0,Rottboellia tuberculosa,PACMAD,Panicoideae,Andropogoneae
AN21TS15,Saccharum alopecuroides,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0201,Saccharum alopecuroides,PACMAD,Panicoideae,Andropogoneae
AN21TS65,Saccharum angustifolium,PACMAD,Panicoideae,Andropogoneae
AN22TNTL141,Saccharum asperum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0009,Saccharum baldwinii,PACMAD,Panicoideae,Andropogoneae
AN21TS44,Saccharum brevibarbe,PACMAD,Panicoideae,Andropogoneae
AN22TNTL007,Saccharum coarctatum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0202,Saccharum contortum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0212,Saccharum fallax,PACMAD,Panicoideae,Andropogoneae
AN22TNTL090,Saccharum filifolium,PACMAD,Panicoideae,Andropogoneae
SRR20072574,Saccharum fulvum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0363,Saccharum giganteum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0270,Saccharum giganteum,PACMAD,Panicoideae,Andropogoneae
AN22TNTL008,Saccharum griffithii,PACMAD,Panicoideae,Andropogoneae
AN20T024,Saccharum hildebrandtii,PACMAD,Panicoideae,Andropogoneae
AN22TNTL091,Saccharum kajkaiense,PACMAD,Panicoideae,Andropogoneae
SRR7121975,Saccharum longisetosum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0250,Saccharum narenga,PACMAD,Panicoideae,Andropogoneae
AN22TNTL009,Saccharum officinarum,PACMAD,Panicoideae,Andropogoneae
ASM2063173v1,Saccharum officinarum,PACMAD,Panicoideae,Andropogoneae
AN21TS26,Saccharum robustum,PACMAD,Panicoideae,Andropogoneae
AN22TNTL092,Saccharum sikkimense,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0204,Saccharum sinense,PACMAD,Panicoideae,Andropogoneae
ASM2245720v1,Saccharum spontaneum,PACMAD,Panicoideae,Andropogoneae
Sspon.HiC_chr_asm,Saccharum spontaneum,PACMAD,Panicoideae,Andropogoneae
Sugarcane_genome,Saccharum spontaneum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0362,Saccharum strictum,PACMAD,Panicoideae,Andropogoneae
AN21TS64,Saccharum villosum,PACMAD,Panicoideae,Andropogoneae
AN22TNTL093,Saccharum williamsii,PACMAD,Panicoideae,Andropogoneae
MCRTL025,Schizachyrium brevifolium,PACMAD,Panicoideae,Andropogoneae
MCRTL027,Schizachyrium brevifolium,PACMAD,Panicoideae,Andropogoneae
AT20TN1MCRTL048,Schizachyrium cirratum,PACMAD,Panicoideae,Andropogoneae
AN21TS66,Schizachyrium condensatum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0352,Schizachyrium crinizonatum,PACMAD,Panicoideae,Andropogoneae
AN22TNTL158,Schizachyrium cubense,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0345,Schizachyrium delavayi,PACMAD,Panicoideae,Andropogoneae
MCRTL063,Schizachyrium delicatum,PACMAD,Panicoideae,Andropogoneae
MCRTL035,Schizachyrium exile,PACMAD,Panicoideae,Andropogoneae
MCRTL062,Schizachyrium fragile,PACMAD,Panicoideae,Andropogoneae
AN21TS67,Schizachyrium glaziovii,PACMAD,Panicoideae,Andropogoneae
AN22TNTL146,Schizachyrium gracile,PACMAD,Panicoideae,Andropogoneae
AN21TS68,Schizachyrium gracilipes,PACMAD,Panicoideae,Andropogoneae
MCRTL061,Schizachyrium gresicola,PACMAD,Panicoideae,Andropogoneae
AN21TS69,Schizachyrium hatschbachii,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0137,Schizachyrium jeffreysii,PACMAD,Panicoideae,Andropogoneae
AN22TNTL159,Schizachyrium kwiluense,PACMAD,Panicoideae,Andropogoneae
MCRTL049,Schizachyrium lomaense,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0343,Schizachyrium maclaudii,PACMAD,Panicoideae,Andropogoneae
MCRTL069,Schizachyrium microstachyum,PACMAD,Panicoideae,Andropogoneae
Sm-PI203595-DRAFT-PanAnd-1.0,Schizachyrium microstachyum,PACMAD,Panicoideae,Andropogoneae
AN22TNTL157,Schizachyrium muelleri,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0344,Schizachyrium nodulosum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0346,Schizachyrium platyphyllum,PACMAD,Panicoideae,Andropogoneae
MCRTL030,Schizachyrium pseudeulalia,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0347,Schizachyrium pulchellum,PACMAD,Panicoideae,Andropogoneae
AT20TN1MCRTL038,Schizachyrium reedii,PACMAD,Panicoideae,Andropogoneae
AN21TS11,Schizachyrium rhizomatum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0348,Schizachyrium rupestre,PACMAD,Panicoideae,Andropogoneae
AN22TNTL096,Schizachyrium salzmannii,PACMAD,Panicoideae,Andropogoneae
AN21TS05,Schizachyrium sanguineum,PACMAD,Panicoideae,Andropogoneae
AT20TN1MCRTL034,Schizachyrium sanguineum,PACMAD,Panicoideae,Andropogoneae
MCRTL039,Schizachyrium sanguineum,PACMAD,Panicoideae,Andropogoneae
MCRTL052,Schizachyrium sanguineum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0070,Schizachyrium scabriflorum,PACMAD,Panicoideae,Andropogoneae
Ss-CAM1384-DRAFT-PanAnd-1.0,Schizachyrium scoparium,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0341,Schizachyrium semitectum,PACMAD,Panicoideae,Andropogoneae
AN21TS71,Schizachyrium spicatum,PACMAD,Panicoideae,Andropogoneae
MCRTL060,Schizachyrium spicatum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0205,Schizachyrium stoloniferum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0339,Schizachyrium sulcatum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0072,Schizachyrium tenerum,PACMAD,Panicoideae,Andropogoneae
MCRTL054,Schizachyrium thollonii,PACMAD,Panicoideae,Andropogoneae
MCRTL066,Schizachyrium thollonii,PACMAD,Panicoideae,Andropogoneae
SRR12113330,Schizostachyum dumetorum,BOP,Bambusoideae,Bambuseae
Rye_Lo7_2018_v1p1p1,Secale cereale,BOP,Pooideae,Triticeae
HAU_Weining_v1.0,Secale cereale,BOP,Pooideae,Triticeae
SRR15440587,Secale sylvestre,BOP,Pooideae,Triticeae
AN21TNTL0353,Sehima ischaemoides,PACMAD,Panicoideae,Andropogoneae
AN22TNTL144,Sehima nervosa,PACMAD,Panicoideae,Andropogoneae
AN22TNTL160,Sehima sulcata,PACMAD,Panicoideae,Andropogoneae
Setaria_italica_v2.0,Setaria italica,PACMAD,Panicoideae,Paniceae
ASM165260v1,Setaria italica,PACMAD,Panicoideae,Paniceae
Setaria_viridis_v2.0,Setaria viridis,PACMAD,Panicoideae,Paniceae
ASM1293433v1,Setaria viridis,PACMAD,Panicoideae,Paniceae
AN21TNTL0292,Sorghastrum balansae,PACMAD,Panicoideae,Andropogoneae
AN21TS27,Sorghastrum elliottii,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0091,Sorghastrum fuscescens,PACMAD,Panicoideae,Andropogoneae
AN22TNTL148,Sorghastrum incompletum,PACMAD,Panicoideae,Andropogoneae
AN20T026,Sorghastrum nudipes,PACMAD,Panicoideae,Andropogoneae
Sn-CAM1369-DRAFT-PanAnd-1.0,Sorghastrum nutans,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0275,Sorghastrum pellitum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0092,Sorghastrum pogonostachyum,PACMAD,Panicoideae,Andropogoneae
AN21TS21,Sorghastrum secundum,PACMAD,Panicoideae,Andropogoneae
AN21TS29,Sorghastrum secundum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0207,Sorghastrum stipoides,PACMAD,Panicoideae,Andropogoneae
AN22TNTL147,Sorghastrum viride,PACMAD,Panicoideae,Andropogoneae
AN20TSCR000210,Sorghum arundinaceum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0215,Sorghum arundinaceum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0224,Sorghum arundinaceum,PACMAD,Panicoideae,Andropogoneae
Sorghum_bicolor_NCBIv3,Sorghum bicolor,PACMAD,Panicoideae,Andropogoneae
ASM3354695v1,Sorghum bicolor,PACMAD,Panicoideae,Andropogoneae
ASM3354697v1,Sorghum bicolor,PACMAD,Panicoideae,Andropogoneae
TX2783,Sorghum bicolor,PACMAD,Panicoideae,Andropogoneae
CPNAM-Leoti,Sorghum bicolor,PACMAD,Panicoideae,Andropogoneae
Sorghum_brachypodum,Sorghum brachypodum,PACMAD,Panicoideae,Andropogoneae
AN22TNTL165,Sorghum controversum,PACMAD,Panicoideae,Andropogoneae
Sorghum_halepense,Sorghum halepense,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0301,Sorghum intrans,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0257,Sorghum laxiflorum,PACMAD,Panicoideae,Andropogoneae
Sorghum_leiocladum,Sorghum leiocladum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0304,Sorghum matarankense,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0294,Sorghum propinquum,PACMAD,Panicoideae,Andropogoneae
Sorghum_purpureosericeum,Sorghum purpureosericeum,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0256,Sorghum stipoideum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0291,Sorghum timorense,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0293,Sorghum trichocladum,PACMAD,Panicoideae,Andropogoneae
AN22TNTL152,Sorghum versicolor,PACMAD,Panicoideae,Andropogoneae
AN22TNTL088,Sorghum virgatum,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0296,Spodiopogon cotulifer,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0302,Spodiopogon depauperatus,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0299,Spodiopogon duclouxii,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0298,Spodiopogon lacei,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0209,Spodiopogon sibiricus,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0208,Spodiopogon tainanensis,PACMAD,Panicoideae,Andropogoneae
ASM880805v3,Sporobolus alterniflorus,PACMAD,Chloridoideae,Zoysieae
Sporobolus_pyramidalis,Sporobolus pyramidalis,PACMAD,Chloridoideae,Zoysieae
Sporobolus_stapfianus,Sporobolus stapfianus,PACMAD,Chloridoideae,Zoysieae
TSU_Scap_1,Stipa capillata,BOP,Pooideae,Stipeae
ISU_Sangustifolia_v1,Streptochaeta angustifolia,outgroup,Anomochlooideae,Streptochaeteae
AN22TNTL154,Thaumastochloa major,PACMAD,Panicoideae,Andropogoneae
AN21TNTL0135,Thaumastochloa striata,PACMAD,Panicoideae,Andropogoneae
Te-Pasquet1246-DRAFT-PanAnd-1.0,Thelepogon elegans,PACMAD,Panicoideae,Andropogoneae
AN21TS18,Themeda anathera,PACMAD,Panicoideae,Andropogoneae
AN22TNTL134,Themeda arguens,PACMAD,Panicoideae,Andropogoneae
AN20T012,Themeda avenacea,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0258,Themeda caudata,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0259,Themeda hookeri,PACMAD,Panicoideae,Andropogoneae
AN20T009,Themeda quadrivalvis,PACMAD,Panicoideae,Andropogoneae
Tt-AUB21_1-DRAFT-PanAnd-1.0,Themeda triandra,PACMAD,Panicoideae,Andropogoneae
ASM1813568v1,Themeda triandra,PACMAD,Panicoideae,Andropogoneae
ASM2560326v1,Themeda triandra,PACMAD,Panicoideae,Andropogoneae
ASM1179987v1,Thinopyrum elongatum,BOP,Pooideae,Triticeae
Tintermedium_770_v3.0,Thinopyrum intermedium,BOP,Pooideae,Triticeae
4AgS,Thinopyrum obtusiflorum,BOP,Pooideae,Triticeae
MCRTL023,Trachypogon chevalieri,PACMAD,Panicoideae,Andropogoneae
MCRTL017,Trachypogon spicatus,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0251,Tripidium arundinaceum,PACMAD,Panicoideae,Andropogoneae
ASM3043976v1,Tripidium arundinaceum,PACMAD,Panicoideae,Andropogoneae
Tripidium_ravennae,Tripidium ravennae,PACMAD,Panicoideae,Andropogoneae
Tripogon_filiformis,Tripogon filiformis,PACMAD,Chloridoideae,Cynodonteae
AN21TSTL0252,Tripsacum andersonii,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0045,Tripsacum australe,PACMAD,Panicoideae,Andropogoneae
MCRTL009,Tripsacum australe,PACMAD,Panicoideae,Andropogoneae
AN21TSTL0206,Tripsacum cundinamarce,PACMAD,Panicoideae,Andropogoneae
Td-McKain334_5-DRAFT-PanAnd-1.0,Tripsacum dactyloides,PACMAD,Panicoideae,Andropogoneae
